Name,Location,Duration,Destination,Class,Price ($),Distance (km),Aircraft Type
Virgin Atlantic,Jakarta,1:20,Vancouver,Business,641.1,6411,Embraer E190
French Bee,Barcelona,6:30,St. Petersburg,Business,696.8,6968,Airbus A320
Star Lines,Dublin,8:40,Sydney,First,1975.6,9878,Airbus A220
Vistara,Moscow,6:20,Bangkok,Business,735.2,7352,Boeing 737
Gulf Air,Lisbon,3:10,Sao Paulo,Economy,119.15,2383,Boeing 757
United Airlines,Buenos Aires,12:10,Moscow,First,2202.6,11013,McDonnell Douglas MD-11
Lufthansa,Berlin,8:50,Dubai,Business,776.4,7764,Airbus A330
Thai Airways,Athens,7:50,Hong Kong,Business,170.1,1701,Boeing 757
French Bee,Moscow,6:40,Paris,Business,1131.4,11314,Boeing 737
Asian Airlines,Doha,3:20,Tokyo,Business,1243.9,12439,Boeing 757
Malaysia Airlines,Shanghai,10:50,Abu Dhabi,Economy,59.65,1193,ATR 72
Southwest Airlines,Cairo,3:50,Toronto,First,460.0,2300,Embraer E190
Thai Airways,Stockholm,2:20,Helsinki,Business,810.9,8109,Boeing 737
French Bee,Rome,9:00,Brussels,Economy,332.2,6644,Boeing 757
X-Express,Dublin,6:50,St. Petersburg,Business,157.6,1576,Airbus A330
French Bee,Delhi,9:20,Bangkok,Business,357.0,3570,Airbus A330neo
Air International,Dubai,8:20,Miami,Business,1349.7,13497,McDonnell Douglas MD-80
Royal Jordanian,Nairobi,2:10,Abu Dhabi,Economy,609.75,12195,Airbus A319
Virgin Atlantic,Bangkok,1:10,Athens,Business,863.1,8631,Airbus A321
Royal Jordanian,Nairobi,10:30,Manchester,Economy,663.15,13263,De Havilland Dash 8
Malaysia Airlines,Oslo,12:20,Berlin,Business,671.6,6716,Airbus A380
Swiss International Air Lines,Mumbai,5:50,Paris,Business,813.6,8136,Embraer E190
Korean Air,Sydney,1:50,Madrid,First,1427.8,7139,Boeing 787-10
Japan Airlines,Brisbane,5:20,Ho Chi Minh City,Economy,44.0,880,Airbus A330neo
French Bee,Doha,5:10,Ho Chi Minh City,Business,397.5,3975,Boeing 737
Go First,Hanoi,7:40,Johannesburg,Business,980.7,9807,McDonnell Douglas MD-11
British Airways,Buenos Aires,1:50,Hanoi,Business,1116.7,11167,Airbus A321
Alaska Airlines,Lisbon,4:50,Chicago,First,2230.6,11153,Airbus A321
Air International,Texas,10:40,Brussels,Business,1251.7,12517,Airbus A321
Singapore Airlines,Toronto,3:50,Hong Kong,Business,1440.8,14408,Airbus A350
Southwest Airlines,Manila,6:10,San Francisco,Business,1489.2,14892,Boeing 787-10
Lufthansa,Brazil,6:30,Israel,Business,353.4,3534,Airbus A220
X-Express,Brazil,2:20,Tokyo,First,827.0,4135,Boeing 737 MAX
Iberia Airlines,Madrid,5:40,Singapore,Business,173.4,1734,McDonnell Douglas MD-11
Iberia Airlines,Texas,11:50,Hong Kong,Economy,683.35,13667,Bombardier CRJ
Qatar Airways,Istanbul,9:10,Moscow,Economy,201.85,4037,Embraer E190
Air Asia,Amsterdam,1:20,Buenos Aires,Business,1193.8,11938,Boeing 787
Go First,Ho Chi Minh City,3:50,Manchester,Business,1464.1,14641,Boeing 747
X-Express,Hong Kong,1:50,Lyon,First,1516.4,7582,Embraer E190
X-Express,Chicago,10:00,Berlin,First,1923.6,9618,ATR 72
Vistara,Texas,4:00,Singapore,First,772.2,3861,Bombardier CRJ
Swiss International Air Lines,Athens,4:40,Amsterdam,First,151.0,755,McDonnell Douglas MD-11
Malaysia Airlines,Ho Chi Minh City,1:00,Cape Town,Business,235.0,2350,Airbus A350
Aeroflot,Hong Kong,9:40,Reykjavik,Economy,667.7,13354,Airbus A321
United Airlines,Brazil,5:00,Sydney,Business,760.9,7609,Airbus A350
Air International,Kuala Lumpur,5:50,St. Petersburg,Economy,745.6,14912,Boeing 737
Air India,Manchester,8:10,Toronto,Economy,103.4,2068,Airbus A350
Go First,Brazil,11:40,Vienna,First,2290.6,11453,Bombardier CRJ
Virgin Atlantic,Bangkok,6:00,Amsterdam,Business,981.1,9811,ATR 72
Etihad Airways,Brisbane,12:10,Singapore,First,1745.8,8729,ATR 72
Indigoo,Toronto,7:20,Munich,Economy,706.9,14138,McDonnell Douglas MD-11
Etihad Airways,Beijing,7:30,Ho Chi Minh City,Economy,130.85,2617,McDonnell Douglas MD-11
Delta Airlines,Kuala Lumpur,10:20,Zurich,First,1848.0,9240,Airbus A330
Asian Airlines,Istanbul,10:50,Doha,Economy,192.1,3842,Boeing 767
Qatar Airways,Istanbul,6:20,Athens,Economy,238.45,4769,Boeing 787-10
Vistara,Johannesburg,4:40,Paris,First,1712.6,8563,Boeing 737
Korean Air,Chennai,4:10,Singapore,Economy,115.75,2315,Boeing 737 MAX
Cathay Pacific,Toronto,3:00,Amsterdam,Economy,195.6,3912,Airbus A350
Air Canada,Seoul,5:30,Singapore,Business,371.6,3716,Airbus A321
Air France,Brazil,7:20,Dublin,Economy,715.6,14312,Bombardier CRJ
LATAM Airlines,Vienna,9:00,Ho Chi Minh City,First,2854.0,14270,ATR 72
Star Lines,Manchester,6:30,Geneva,Economy,512.15,10243,Boeing 767
Aeroflot,Buenos Aires,8:00,Mumbai,Business,883.2,8832,Boeing 737 MAX
Royal Jordanian,Madrid,5:40,Stockholm,Business,538.2,5382,Airbus A330
Iberia Airlines,Brazil,8:50,Dublin,Economy,439.9,8798,McDonnell Douglas MD-11
Singapore Airlines,Mumbai,3:40,Delhi,Economy,642.15,12843,Boeing 747
Go First,Amsterdam,3:30,Sydney,Business,955.5,9555,McDonnell Douglas MD-11
Qantas,Hanoi,1:50,Venice,First,1309.6,6548,Boeing 737
Korean Air,Beijing,11:00,Paris,Business,817.6,8176,Airbus A350
Air International,Mumbai,12:20,Manchester,Economy,354.1,7082,Airbus A330
Air Asia,Seoul,9:00,Tokyo,Business,1193.2,11932,Boeing 747
French Bee,Stockholm,12:30,Vienna,Business,676.9,6769,Airbus A321
Easy Jet,Istanbul,8:20,Paris,Economy,324.65,6493,Airbus A319
Aeroflot,Nairobi,10:10,Warsaw,Business,169.7,1697,Airbus A380
Gulf Air,Bangkok,7:40,Delhi,Business,165.1,1651,ATR 72
Delta Airlines,Hong Kong,5:40,Toronto,Business,470.5,4705,ATR 72
Indigoo,Istanbul,1:30,Moscow,Business,1240.4,12404,Boeing 787-10
Emirates,Berlin,11:00,Dubai,First,2978.8,14894,ATR 72
Space Jet,Dubai,7:10,Reykjavik,Economy,149.55,2991,Airbus A330neo
Cathay Pacific,Lisbon,1:00,Zurich,Business,1021.4,10214,Airbus A330neo
Go First,Bangkok,6:10,Dubai,Business,99.2,992,Boeing 757
Star Lines,Abu Dhabi,4:20,Oslo,Economy,582.2,11644,McDonnell Douglas MD-11
Iberia Airlines,Dubai,5:10,Warsaw,First,2084.8,10424,Boeing 747
Royal Jordanian,Brazil,12:20,Kuala Lumpur,Business,1388.8,13888,McDonnell Douglas MD-80
Indigoo,Istanbul,10:20,Beijing,First,2192.4,10962,Boeing 777X
Thai Airways,Bangkok,1:30,Paris,Economy,94.15,1883,Boeing 757
Air Canada,Istanbul,1:00,Manila,Business,147.2,1472,Boeing 757
Aeroflot,Johannesburg,5:50,Barcelona,Business,510.3,5103,Airbus A321
Southwest Airlines,Manila,2:30,Ho Chi Minh City,Business,922.9,9229,Bombardier CRJ
Gulf Air,Stockholm,8:40,Buenos Aires,First,1823.4,9117,Boeing 747
Emirates,Manchester,12:30,San Francisco,Business,1451.4,14514,De Havilland Dash 8
Indigoo,London,12:20,Mumbai,First,1768.8,8844,De Havilland Dash 8
Korean Air,Copenhagen,9:40,Hong Kong,Business,132.9,1329,Boeing 777X
Go First,Los Angeles,8:00,Reykjavik,Economy,364.4,7288,Airbus A350
Malaysia Airlines,Berlin,11:00,Abu Dhabi,Business,846.2,8462,Airbus A350
Air Asia,Jakarta,10:00,Brussels,First,588.4,2942,Airbus A319
British Airways,Dublin,2:10,Kuala Lumpur,First,1480.2,7401,Airbus A350
American Airlines,Zurich,1:50,Berlin,First,2629.4,13147,Airbus A220
Air France,Mexico City,11:20,Brussels,Economy,612.7,12254,Boeing 737
Indigoo,Texas,4:50,Hong Kong,Business,391.7,3917,Boeing 767
Iberia Airlines,Kuala Lumpur,1:10,Mexico City,Economy,47.75,955,Airbus A350
Vistara,Madrid,9:20,Cairo,First,504.6,2523,Boeing 757
Gulf Air,Delhi,3:40,Manchester,First,2727.2,13636,Airbus A319
Thai Airways,Barcelona,9:20,Warsaw,Economy,535.25,10705,Boeing 747
Aeroflot,Seoul,8:40,Vienna,Business,611.5,6115,Boeing 747
Qantas,Sydney,5:00,Berlin,Economy,536.4,10728,Airbus A220
Singapore Airlines,Dubai,2:00,Prague,Business,494.5,4945,Bombardier CRJ
Indigoo,Istanbul,2:40,Munich,Business,942.4,9424,Embraer E190
Alaska Airlines,Cairo,8:20,Tokyo,Economy,29.4,588,McDonnell Douglas MD-80
Korean Air,Bangkok,2:30,Geneva,Business,187.3,1873,Boeing 777X
Star Lines,Amsterdam,1:40,Vienna,Business,525.0,5250,Boeing 737 MAX
Aeroflot,Istanbul,11:00,Istanbul,First,1643.0,8215,Boeing 787
Qantas,Hong Kong,9:50,Venice,First,2796.0,13980,Boeing 757
Alaska Airlines,Tokyo,5:30,Dublin,Economy,423.8,8476,McDonnell Douglas MD-80
Qantas,Texas,9:20,Doha,First,1181.0,5905,Airbus A319
Virgin Atlantic,Shanghai,6:40,Lyon,Economy,45.1,902,Boeing 737 MAX
LATAM Airlines,Kolkata,11:00,Athens,Economy,276.05,5521,McDonnell Douglas MD-80
Malaysia Airlines,Doha,8:20,Israel,Business,1374.2,13742,McDonnell Douglas MD-11
Asian Airlines,Jakarta,1:10,Munich,Economy,626.95,12539,Airbus A320
Southwest Airlines,Texas,4:30,Jakarta,Business,721.3,7213,Boeing 777
Delta Airlines,Shanghai,11:20,Lyon,Economy,361.45,7229,Airbus A319
Cathay Pacific,Abu Dhabi,12:40,Hanoi,Business,1202.4,12024,Bombardier CRJ
Etihad Airways,Kolkata,4:10,Ho Chi Minh City,First,990.6,4953,Boeing 787-10
American Airlines,New York,3:10,Los Angeles,First,1088.0,5440,Airbus A350
Malaysia Airlines,Toronto,11:20,Stockholm,First,2341.2,11706,Boeing 787-10
Air France,Vienna,1:30,San Francisco,Business,66.5,665,McDonnell Douglas MD-11
Air International,Abu Dhabi,3:40,Mexico City,Business,1260.5,12605,Airbus A320
Virgin Atlantic,Paris,4:30,Hong Kong,Economy,348.4,6968,Boeing 787
Air India,Shanghai,9:10,Milan,Economy,469.65,9393,Embraer E190
French Bee,Johannesburg,6:30,Nairobi,Economy,42.8,856,Airbus A350
Air India,Johannesburg,12:40,Dhaka,Economy,427.75,8555,Boeing 787-10
Qatar Airways,Copenhagen,12:20,Prague,Economy,251.2,5024,ATR 72
Lufthansa,Dubai,8:10,Moscow,Economy,242.55,4851,McDonnell Douglas MD-11
Airlines,Johannesburg,9:00,Dublin,Economy,152.2,3044,Airbus A330neo
Go First,Brisbane,10:30,Hong Kong,First,970.2,4851,Boeing 767
Etihad Airways,Sao Paulo,2:20,Dhaka,Business,723.1,7231,Airbus A220
Virgin Atlantic,Shanghai,9:10,Beijing,Economy,667.75,13355,Airbus A220
Qatar Airways,New York,8:30,Mumbai,Economy,524.45,10489,Airbus A220
Asian Airlines,Singapore,3:20,Munich,Business,1327.4,13274,Boeing 757
Asian Airlines,Toronto,4:30,Rome,Economy,330.8,6616,De Havilland Dash 8
Air Asia,Mumbai,9:50,Sydney,First,1919.4,9597,Boeing 777
American Airlines,Dublin,8:30,Athens,First,471.2,2356,McDonnell Douglas MD-11
Southwest Airlines,Dubai,7:40,Cairo,Economy,605.3,12106,Airbus A319
Alaska Airlines,Nairobi,12:10,Munich,Economy,310.0,6200,Boeing 777X
SAS Scandinavian Airlines,Ottawa,4:00,Amsterdam,Economy,152.45,3049,Embraer E190
Alaska Airlines,Zurich,6:40,Moscow,Economy,633.15,12663,Airbus A350
Swiss International Air Lines,Sao Paulo,11:40,Paris,First,1357.6,6788,Bombardier CRJ
Qantas,Bangkok,11:50,Miami,Economy,74.35,1487,Boeing 777X
Emirates,Singapore,5:50,Hong Kong,First,781.6,3908,ATR 72
Air Asia,Stockholm,7:50,Dubai,Economy,593.9,11878,Boeing 777
Alaska Airlines,Tokyo,9:20,Manchester,First,2639.8,13199,De Havilland Dash 8
Asian Airlines,Toronto,2:00,Venice,First,441.6,2208,Airbus A350
Easy Jet,Buenos Aires,5:10,Los Angeles,Economy,439.95,8799,Boeing 767
Qantas,Brazil,6:20,New York,First,1509.0,7545,McDonnell Douglas MD-11
Air Canada,Doha,6:40,Manila,Business,275.8,2758,Boeing 777X
SAS Scandinavian Airlines,Copenhagen,7:10,Delhi,Business,973.8,9738,Airbus A319
French Bee,Ottawa,10:50,Paris,Economy,291.5,5830,Boeing 787
Space Jet,Mexico City,9:40,New York,First,2214.0,11070,Boeing 777X
American Airlines,Berlin,10:10,Los Angeles,Economy,351.35,7027,McDonnell Douglas MD-11
Swiss International Air Lines,Vienna,1:40,Abu Dhabi,Business,106.4,1064,Airbus A330neo
Air France,Manila,10:10,Venice,First,609.6,3048,ATR 72
United Airlines,Paris,8:30,Sao Paulo,First,1961.8,9809,Airbus A380
Airlines,Barcelona,6:30,Ho Chi Minh City,Business,1413.3,14133,Boeing 787-10
Lufthansa,Sydney,11:00,New York,Economy,683.15,13663,Airbus A320
Air Canada,Amsterdam,9:20,Israel,Economy,48.75,975,Boeing 747
Thai Airways,Sao Paulo,10:40,Geneva,First,1926.4,9632,Airbus A330
Easy Jet,Delhi,1:40,St. Petersburg,First,2444.2,12221,Airbus A350
Turkish Airlines,Berlin,1:50,Beijing,First,2626.8,13134,McDonnell Douglas MD-11
Swiss International Air Lines,Cairo,6:50,Delhi,Economy,663.9,13278,McDonnell Douglas MD-11
Turkish Airlines,Chicago,10:40,Reykjavik,First,426.0,2130,Airbus A220
Cathay Pacific,Ho Chi Minh City,4:20,Dublin,First,643.4,3217,Boeing 787-10
Singapore Airlines,Athens,1:30,Prague,Economy,361.2,7224,Boeing 767
Vistara,Moscow,10:40,Warsaw,Economy,738.3,14766,Boeing 737 MAX
X-Express,Ottawa,9:10,Bangkok,Business,1083.4,10834,Boeing 747
Swiss International Air Lines,Ottawa,9:40,Manila,First,1252.2,6261,De Havilland Dash 8
Malaysia Airlines,Singapore,2:20,Paris,Business,411.0,4110,Airbus A220
Star Lines,Sao Paulo,6:30,Brussels,First,935.6,4678,Airbus A350
Turkish Airlines,Manila,4:30,Hong Kong,Business,854.4,8544,Boeing 787
Emirates,Zurich,10:50,Bangkok,Economy,466.45,9329,McDonnell Douglas MD-11
French Bee,Barcelona,3:50,Rio de Janeiro,Business,220.9,2209,Boeing 787-10
Iberia Airlines,Nairobi,2:50,Istanbul,First,2773.2,13866,Airbus A220
Delta Airlines,Kuala Lumpur,2:20,Vancouver,Business,102.5,1025,Airbus A330
Go First,Lisbon,9:30,Buenos Aires,First,2952.4,14762,Boeing 737
Japan Airlines,Rome,7:10,Jakarta,First,480.4,2402,Boeing 787
Gulf Air,Melbourne,4:50,Vancouver,First,406.2,2031,McDonnell Douglas MD-80
Delta Airlines,Paris,4:10,Barcelona,Business,1267.6,12676,ATR 72
Swiss International Air Lines,New York,8:00,Madrid,First,2921.2,14606,Airbus A330
Cathay Pacific,Vienna,7:00,Dubai,Business,645.3,6453,Boeing 787-10
Vistara,Ottawa,6:30,Los Angeles,Business,374.3,3743,De Havilland Dash 8
Virgin Atlantic,Hong Kong,2:50,Manchester,Business,479.5,4795,Airbus A319
Qatar Airways,Kuala Lumpur,3:40,Moscow,First,1780.8,8904,Airbus A320
Indigoo,Hong Kong,2:50,Berlin,Business,1257.4,12574,Airbus A350
Delta Airlines,Kolkata,5:30,Doha,Business,648.7,6487,De Havilland Dash 8
Delta Airlines,Brisbane,7:30,Abu Dhabi,First,2975.0,14875,Boeing 737
American Airlines,Paris,3:20,Manila,Business,1263.3,12633,Airbus A321
Aeroflot,Dubai,5:20,Dhaka,Economy,151.85,3037,De Havilland Dash 8
SAS Scandinavian Airlines,Copenhagen,4:40,Athens,Business,1387.0,13870,ATR 72
Delta Airlines,Madrid,8:00,Manila,Business,1445.1,14451,Boeing 777
Cathay Pacific,Seoul,10:20,Los Angeles,Economy,423.55,8471,Airbus A350
American Airlines,Moscow,9:20,Moscow,Economy,48.15,963,Airbus A350
Cathay Pacific,Brisbane,7:20,Abu Dhabi,Business,1417.8,14178,Airbus A220
Air Asia,Melbourne,7:10,Kuala Lumpur,Economy,323.95,6479,Boeing 737
Indigoo,Hong Kong,1:10,Barcelona,Economy,116.9,2338,Boeing 777
Emirates,Tokyo,6:40,Barcelona,First,1381.0,6905,McDonnell Douglas MD-11
Delta Airlines,Copenhagen,11:20,Paris,First,2057.0,10285,Airbus A220
Space Jet,Edinburgh,11:50,Mumbai,Business,1058.9,10589,Airbus A350
Space Jet,Berlin,5:40,Nairobi,Business,427.4,4274,Bombardier CRJ
Qantas,Seoul,2:30,Stockholm,Business,1212.8,12128,Airbus A330
Air Canada,Sao Paulo,1:40,Ho Chi Minh City,First,1225.4,6127,Airbus A330
Royal Jordanian,Singapore,11:00,Delhi,Business,336.8,3368,Airbus A330neo
LATAM Airlines,Mexico City,7:20,Sao Paulo,First,640.8,3204,ATR 72
SAS Scandinavian Airlines,Zurich,8:10,Manchester,Business,525.6,5256,Boeing 757
Air France,Brisbane,9:50,Sydney,First,409.0,2045,Boeing 777
Go First,Ho Chi Minh City,9:00,Delhi,Economy,553.35,11067,Airbus A320
British Airways,Berlin,8:20,Miami,Business,984.7,9847,Airbus A330neo
American Airlines,Stockholm,6:00,Chicago,Economy,102.75,2055,Airbus A350
LATAM Airlines,Melbourne,5:30,Brussels,First,1974.6,9873,Embraer E190
Southwest Airlines,Barcelona,5:40,Cairo,Business,635.6,6356,Boeing 787-10
Air France,Tokyo,12:50,Lyon,Business,1067.5,10675,Boeing 757
Vistara,Athens,2:10,Milan,Economy,264.9,5298,Airbus A321
Royal Jordanian,New York,2:40,Warsaw,First,822.2,4111,Boeing 767
Air India,Dublin,1:10,Rome,First,2606.0,13030,Airbus A330neo
Etihad Airways,Manila,4:00,Madrid,Business,61.8,618,Boeing 777X
LATAM Airlines,Cairo,10:20,Bangkok,Economy,409.95,8199,Boeing 737 MAX
Space Jet,Sao Paulo,7:00,Mumbai,First,1676.2,8381,Boeing 747
Airlines,Jakarta,5:50,Warsaw,Business,1191.2,11912,McDonnell Douglas MD-11
Qantas,Hanoi,8:40,Cairo,Economy,716.95,14339,McDonnell Douglas MD-11
X-Express,Berlin,8:20,Warsaw,Business,909.3,9093,Boeing 747
Emirates,Delhi,12:50,Istanbul,First,1763.0,8815,Airbus A319
Star Lines,Melbourne,6:50,Hong Kong,Business,153.0,1530,ATR 72
Air France,Johannesburg,6:50,Delhi,Business,906.1,9061,Airbus A320
Cathay Pacific,Chennai,12:20,Vienna,Economy,184.15,3683,ATR 72
Vistara,Shanghai,1:50,Israel,Business,1407.8,14078,Boeing 737
Air International,Buenos Aires,4:20,San Francisco,Business,289.8,2898,Boeing 757
Iberia Airlines,Shanghai,7:10,Sao Paulo,Economy,468.75,9375,Boeing 747
Air India,Mumbai,5:20,Istanbul,Economy,542.6,10852,Boeing 777
Malaysia Airlines,Vienna,11:00,Chicago,First,292.8,1464,Bombardier CRJ
Star Lines,Rome,9:10,Kuala Lumpur,First,2412.0,12060,ATR 72
Asian Airlines,Brazil,3:00,Buenos Aires,Business,81.1,811,Airbus A320
Japan Airlines,Hong Kong,3:00,Miami,First,1212.0,6060,Boeing 787-10
Royal Jordanian,Moscow,6:50,Mumbai,Business,656.5,6565,Embraer E190
Air India,Ottawa,10:50,Prague,Business,1144.4,11444,Boeing 777X
Star Lines,Abu Dhabi,7:20,Bangkok,Economy,321.2,6424,De Havilland Dash 8
Air Canada,Mexico City,3:10,Barcelona,First,2841.2,14206,Airbus A320
Vistara,Oslo,5:50,Milan,First,2263.6,11318,Embraer E190
Delta Airlines,Sao Paulo,7:30,Moscow,Economy,226.1,4522,Boeing 787-10
Iberia Airlines,Johannesburg,2:50,Los Angeles,First,1849.6,9248,ATR 72
Thai Airways,Doha,5:40,Manchester,Business,1176.5,11765,Boeing 787
Asian Airlines,Lisbon,8:00,Sao Paulo,Economy,547.85,10957,Airbus A330neo
Air France,Ottawa,10:10,Rio de Janeiro,Economy,503.9,10078,Boeing 777
Air International,Kolkata,6:00,Dubai,First,446.4,2232,Airbus A220
Air International,Chicago,8:30,Dubai,Business,508.0,5080,Airbus A350
X-Express,Chennai,5:40,St. Petersburg,First,2208.6,11043,Boeing 787
Asian Airlines,Nairobi,3:10,Brussels,Business,643.5,6435,Boeing 747
Turkish Airlines,Kolkata,4:10,Bangkok,Business,450.2,4502,Airbus A321
Royal Jordanian,Manchester,6:10,Sydney,Business,1153.9,11539,McDonnell Douglas MD-11
United Airlines,Chennai,4:30,St. Petersburg,First,296.8,1484,Boeing 787-10
American Airlines,Texas,9:10,Moscow,Economy,220.4,4408,Airbus A319
Thai Airways,Abu Dhabi,2:10,Toronto,Economy,39.8,796,Airbus A350
Lufthansa,Stockholm,2:30,Rome,First,548.8,2744,Embraer E190
Singapore Airlines,Ho Chi Minh City,8:10,Johannesburg,First,1465.6,7328,Embraer E190
Virgin Atlantic,Sao Paulo,6:40,New York,Business,259.8,2598,Boeing 767
Southwest Airlines,Brisbane,8:10,Dublin,First,1828.6,9143,Boeing 787-10
Space Jet,Nairobi,1:20,Barcelona,Business,930.9,9309,Boeing 777X
Aeroflot,Zurich,8:00,Buenos Aires,Economy,588.0,11760,Boeing 787-10
Thai Airways,Amsterdam,5:00,Barcelona,Business,1419.0,14190,Airbus A330
Iberia Airlines,Zurich,9:50,Abu Dhabi,Economy,616.2,12324,Airbus A320
United Airlines,Brisbane,8:40,Dublin,Business,1495.0,14950,Airbus A321
Turkish Airlines,Brisbane,4:40,Hanoi,Economy,415.05,8301,Boeing 747
Air Asia,Beijing,9:00,Brussels,First,1898.8,9494,Airbus A319
Air France,Hanoi,12:40,Ho Chi Minh City,Economy,630.65,12613,ATR 72
Qantas,Brazil,12:30,Hong Kong,Business,1388.2,13882,Airbus A321
Indigoo,Melbourne,3:10,Paris,First,2984.0,14920,Airbus A220
Airlines,Ho Chi Minh City,7:10,Sydney,First,919.6,4598,Airbus A321
Southwest Airlines,Ho Chi Minh City,2:00,Lyon,Economy,617.45,12349,Embraer E190
Easy Jet,Manila,5:10,Dhaka,Business,899.3,8993,Airbus A380
Malaysia Airlines,Dublin,5:40,Warsaw,Business,1234.7,12347,Boeing 737
Korean Air,Sao Paulo,3:00,Paris,Economy,507.85,10157,Boeing 777X
Qatar Airways,Melbourne,11:40,Rio de Janeiro,Business,1073.0,10730,Airbus A330
Virgin Atlantic,Hanoi,4:10,Dubai,Business,120.6,1206,Boeing 737
French Bee,Dubai,10:30,Hanoi,Business,967.2,9672,Boeing 777X
Vistara,Oslo,1:00,Doha,Economy,318.0,6360,Boeing 777
Vistara,Jakarta,5:10,Moscow,First,1472.2,7361,Airbus A321
Airlines,Johannesburg,6:40,Madrid,Business,266.2,2662,Airbus A380
Royal Jordanian,Manchester,3:10,Berlin,First,1945.8,9729,ATR 72
Qantas,Hanoi,6:20,Geneva,Business,375.5,3755,Airbus A350
Cathay Pacific,Ho Chi Minh City,11:40,Jakarta,Business,645.9,6459,Boeing 737 MAX
Turkish Airlines,Rome,12:20,Moscow,First,327.2,1636,Airbus A320
SAS Scandinavian Airlines,Istanbul,9:30,Madrid,Economy,507.25,10145,Boeing 777
Qatar Airways,Barcelona,1:30,Toronto,Business,286.4,2864,Boeing 787-10
Delta Airlines,Doha,11:40,Dubai,Business,600.5,6005,De Havilland Dash 8
Korean Air,Copenhagen,10:40,Paris,First,196.0,980,Boeing 777
Malaysia Airlines,Paris,7:50,Moscow,First,1272.4,6362,ATR 72
Singapore Airlines,Johannesburg,7:30,Chicago,Economy,49.2,984,De Havilland Dash 8
Korean Air,Beijing,2:50,Cape Town,First,1780.4,8902,Airbus A319
Delta Airlines,Abu Dhabi,4:30,Miami,Economy,613.75,12275,Boeing 787
LATAM Airlines,Stockholm,8:50,Prague,Economy,667.6,13352,Airbus A380
Aeroflot,Dublin,12:40,Moscow,Economy,245.3,4906,De Havilland Dash 8
Indigoo,Texas,12:00,Dubai,Economy,337.45,6749,Boeing 767
United Airlines,Sydney,6:40,Cairo,Business,231.0,2310,Airbus A321
Iberia Airlines,Jakarta,5:40,Budapest,First,1705.4,8527,Boeing 787
Air Canada,Tokyo,2:10,Barcelona,First,275.6,1378,Boeing 747
LATAM Airlines,Ottawa,4:00,Geneva,Economy,600.65,12013,Embraer E190
Cathay Pacific,Brazil,3:50,Budapest,Economy,94.8,1896,Boeing 767
Swiss International Air Lines,Rome,6:50,Jakarta,Business,1344.3,13443,McDonnell Douglas MD-11
British Airways,Kolkata,8:20,Berlin,First,2188.8,10944,Boeing 747
Etihad Airways,Moscow,9:50,Sao Paulo,First,1089.4,5447,Boeing 767
Cathay Pacific,Texas,10:20,Rome,Business,1459.1,14591,Boeing 737
Royal Jordanian,Istanbul,8:30,Vancouver,Business,341.5,3415,Bombardier CRJ
Cathay Pacific,Delhi,12:10,Paris,Business,1200.2,12002,Airbus A330neo
Airlines,Mumbai,7:00,Chicago,Business,147.3,1473,ATR 72
Asian Airlines,Manchester,6:00,Zurich,Business,1080.9,10809,Boeing 737
British Airways,Beijing,4:10,Helsinki,Economy,410.25,8205,Airbus A321
Air France,Berlin,4:40,Israel,Business,1144.6,11446,Airbus A330
Air France,Ho Chi Minh City,4:30,Geneva,Economy,154.5,3090,Embraer E190
