text,label,relationship_stage,medium,trigger
I don’t know how much more {conflict_noun} I can handle.,1,breaking_up,phone,milestone
I love the way you build.,4,married,email,stress
How’s your plan going?,2,long_distance,in_person,happiness
I don’t want to bickering anymore.,1,married,email,stress
What’s new with your mood?,2,married,phone,separation
Let’s cherish and move forward.,6,long_distance,in_person,milestone
"I dream our moments together, but I’m betrayed about your hiding things. 😕",8,committed,text,stress
Let’s chill sometime.,2,committed,email,milestone
You make my babe so amazing.,4,early_dating,email,happiness
You’re trying to push me again.,0,committed,in_person,milestone
You’re the babe of my dreams.,4,committed,email,conflict
I feel like I’m taking a risk by {vulnerable_action}.,7,committed,phone,separation
You need to make it right to prove your love.,0,married,email,separation
Who were you hang out with? I’m feeling unimportant.,5,married,in_person,milestone
"I cherish you, but I’m hurt about our behavior. 😢",8,breaking_up,phone,conflict
Let’s catch up and see what happens.,2,early_dating,text,milestone
You need to stop fighting now.,1,long_distance,phone,conflict
How’s your day going with day?,2,long_distance,text,happiness
I don’t like it when you meet up with others.,5,married,in_person,happiness
Let’s meet up sometime.,2,early_dating,email,conflict
I feel vulnerable when you meet up.,7,long_distance,email,milestone
I need your honesty. Can we sort out?,7,breaking_up,text,conflict
Why can’t you just {positive_action} for once?,1,early_dating,text,conflict
You never {positive_action} unless I make it right.,0,breaking_up,text,stress
"You’re my heart, always.I’m perfect with you by my side.",4,early_dating,in_person,milestone
I’m so frustrated with you right now!,1,committed,email,stress
Give me some break to think.,3,breaking_up,in_person,stress
"You make me safe, but your blaming me is confusing. 😕",8,early_dating,in_person,happiness
I don’t like the way you talk with them.,5,married,phone,happiness
You bring babe to my life.,4,breaking_up,email,separation
I feel like I’m taking a risk by {vulnerable_action}.,7,married,in_person,separation
I feel vulnerable when you chill.,7,early_dating,text,stress
"I’m wonderful about our relationship, but I need more heart effort. 💪",8,long_distance,text,stress
I’m feeling overwhelmed about this.,3,breaking_up,text,separation
I’m opening up to you because I trust you.,7,committed,in_person,stress
Can we talk and start fresh?,6,breaking_up,text,happiness
Can we hang out and start fresh?,6,long_distance,phone,stress
Let’s work together to fix this.,6,committed,text,separation
You need to prove it to prove your love.,0,early_dating,text,milestone
You never {positive_action} unless I step up.,0,breaking_up,phone,milestone
I hate when we fighting. Can we catch up and fix this?,6,married,email,milestone
Just wondering about week.,2,early_dating,in_person,milestone
Can we hang out later?,2,early_dating,email,conflict
"I love you, and I don’t want this {conflict_noun} to ruin our relationship.",6,early_dating,phone,milestone
Can we talk my feelings?,7,early_dating,phone,stress
Give me some moment to think.,3,married,in_person,separation
You make my world so incredible.,4,married,in_person,happiness
I don’t like the way you catch up with them.,5,committed,in_person,conflict
Let’s focus on {different_topic}.,3,early_dating,phone,milestone
Let’s talk and see what happens.,2,committed,phone,milestone
You make my world so wonderful.,4,early_dating,email,milestone
I’m committed to making this work.,6,committed,email,happiness
Can we go over this later?,3,breaking_up,text,conflict
I love the way you plan.,4,long_distance,text,happiness
You’re the special one for me.,4,committed,phone,happiness
Let’s not disagreeing about this now.,3,early_dating,phone,happiness
"You’re my everything, babe!",4,married,in_person,milestone
This behavior is tearing us apart.,1,long_distance,phone,milestone
You bring everything to my life.,4,married,in_person,separation
I’m not sure if I’m doing this right. Can you {support_action} me?,7,married,email,stress
You’re the heart of my dreams.,4,early_dating,phone,happiness
I feel vulnerable when you meet up.,7,early_dating,in_person,happiness
"If you loved me, you’d do this.",0,committed,in_person,happiness
I’m committed to making this work.,6,long_distance,phone,conflict
"Let’s ignore this for now, okay?",3,early_dating,phone,milestone
I can’t get enough of the way you plan.,4,long_distance,phone,happiness
Are you hang out with them more than me?,5,long_distance,in_person,milestone
How was your day today?,2,early_dating,email,milestone
Let’s share our future together.,4,married,email,milestone
I’m scared to share my true feelings. Will you {listen_action}?,7,married,email,milestone
Can we talk later?,2,married,phone,stress
I’m feeling overwhelmed about this.,3,breaking_up,text,stress
Let’s catch up on week.,2,long_distance,in_person,milestone
Let’s table this conversation for now.,3,breaking_up,phone,milestone
I need your honesty. Can we discuss?,7,long_distance,phone,milestone
Can we talk about this {delay_time}?,3,early_dating,phone,stress
Let’s chill and find a solution.,6,breaking_up,in_person,happiness
I’m sorry for my part in our {conflict_noun}.,6,breaking_up,text,stress
I’m so grateful with you in my life.,4,early_dating,email,separation
"I can’t get enough of you, but I’m frustrated with our attitude. 😤",8,married,email,stress
I can’t get enough of the way you cherish.,4,early_dating,phone,happiness
I feel vulnerable when you chill.,7,committed,in_person,milestone
I’d rather avoid this conversation.,3,breaking_up,in_person,stress
Can we catch up and start fresh?,6,committed,in_person,separation
"I cherish you, but I’m frustrated with our arguments. 😤",8,early_dating,email,conflict
We need to talk about your excuses.,1,committed,email,stress
Can we hang out later?,2,married,phone,milestone
"Hey, what’s week like?",2,breaking_up,text,happiness
Let’s hang out and find a solution.,6,early_dating,phone,happiness
I’m afraid of being hurt. Can you {reassure_action} me?,7,breaking_up,email,happiness
"I’m wonderful about our relationship, but I need more mi amor effort. 💪",8,long_distance,email,conflict
"You’re my future, but I’m betrayed about this situation. 😔",8,married,text,stress
This games is tearing us apart.,1,committed,text,conflict
I’m committed to making this work.,6,breaking_up,in_person,milestone
Can we talk another time?,3,married,phone,separation
We need to talk about your arguments.,1,committed,phone,stress
Do you want to chat with me?,2,long_distance,text,stress
I’m so loved with you in my life.,4,long_distance,phone,conflict
You bring mi amor to my life.,4,married,email,happiness
I don’t like the way you catch up with them.,5,long_distance,email,stress
"I’m special about our relationship, but I need more mi amor effort. 💪",8,breaking_up,in_person,conflict
I’m just not in the mood to go over rn.,3,committed,text,separation
Being with you is wonderful.,4,long_distance,text,conflict
Why were you hang out with them? Am I not enough?,5,early_dating,email,happiness
Who were you hang out with? I’m feeling frustrated.,5,early_dating,phone,stress
"I dream our moments together, but I’m hurt about your excuses. 😔",8,committed,phone,conflict
"I’m incredible about our relationship, but I need more world effort. 💪",8,married,text,conflict
You’re trying to guilt-trip me again.,0,long_distance,text,conflict
You make my world so special.,4,breaking_up,phone,happiness
"I’m excited when we’re together, but I need you to {positive_action} more. 😊",8,married,in_person,milestone
What’s up with vibe?,2,early_dating,phone,stress
"I’m grateful about our future, but I need you to {positive_action} more. 😊",8,married,email,conflict
Want to join me for chat?,2,long_distance,phone,happiness
Why are you hang out with them and not me?,5,committed,email,milestone
Let’s hang out and find a solution.,6,early_dating,in_person,happiness
Let’s table this conversation for now.,3,married,in_person,happiness
