id,text,label,Location,Purchase Frequency,Preferred Category,Loyalty Status,Device Used,Subscription Status,Feedback Sentiment Score,Days Since Last Purchase
269,"It works fine, nothing special though.",Negative,Philadelphia,Medium,Books,Occasional,Tablet,No,-0.82,60
270,Great service and fast shipping!,Neutral,Los Angeles,Low,Electronics,Regular,Desktop,No,-0.14,55
271,The product is amazing! Highly recommend it.,Positive,Phoenix,High,Home Goods,New,Mobile,No,0.83,34
272,"Terrible quality, would not buy again.",Negative,Houston,Low,Electronics,New,Tablet,Yes,-0.7,41
273,"It's okay, but could be better.",Neutral,Los Angeles,Medium,Books,New,Mobile,Yes,0.19,28
274,Best purchase ever! Love the features.,Positive,Philadelphia,High,Electronics,New,Mobile,Yes,0.58,31
275,"The delivery was late, and the item was damaged.",Negative,San Antonio,Low,Home Goods,Regular,Tablet,Yes,-0.58,21
276,Decent product for the price.,Neutral,Houston,High,Books,Regular,Desktop,No,-0.19,74
277,Absolutely love this! Worth every penny.,Positive,San Antonio,Low,Toys,Occasional,Tablet,No,0.54,51
278,Not worth the money. Save your cash.,Negative,Chicago,Medium,Sports,Regular,Tablet,Yes,-0.68,36
279,"It works fine, nothing special though.",Neutral,Chicago,Medium,Electronics,Regular,Desktop,Yes,-0.04,77
280,Great service and fast shipping!,Positive,New York,High,Toys,Regular,Tablet,No,0.62,26
281,The product is amazing! Highly recommend it.,Negative,San Antonio,Low,Toys,Occasional,Mobile,Yes,-1.0,98
282,"Terrible quality, would not buy again.",Neutral,Philadelphia,Medium,Clothing,Occasional,Desktop,No,0.07,19
283,"It's okay, but could be better.",Positive,Phoenix,High,Home Goods,Regular,Tablet,Yes,0.72,6
284,Best purchase ever! Love the features.,Negative,Houston,Medium,Sports,Regular,Mobile,Yes,-0.91,48
285,"The delivery was late, and the item was damaged.",Neutral,Los Angeles,Medium,Electronics,Occasional,Desktop,No,0.19,15
286,Decent product for the price.,Positive,Philadelphia,Low,Toys,Regular,Tablet,Yes,0.68,49
287,Absolutely love this! Worth every penny.,Negative,Philadelphia,Medium,Toys,New,Desktop,No,-0.85,18
288,Not worth the money. Save your cash.,Neutral,Chicago,Low,Home Goods,Regular,Mobile,Yes,0.0,84
289,"It works fine, nothing special though.",Positive,San Antonio,Low,Sports,Occasional,Mobile,Yes,0.64,65
290,Great service and fast shipping!,Negative,New York,Medium,Sports,Occasional,Desktop,No,-0.86,22
291,The product is amazing! Highly recommend it.,Neutral,New York,Medium,Toys,Regular,Mobile,No,0.19,60
292,"Terrible quality, would not buy again.",Positive,Houston,High,Toys,Occasional,Mobile,No,0.63,36
293,"It's okay, but could be better.",Negative,Chicago,High,Toys,Occasional,Desktop,No,-0.7,82
294,Best purchase ever! Love the features.,Neutral,Philadelphia,Medium,Toys,New,Desktop,Yes,-0.19,10
295,"The delivery was late, and the item was damaged.",Positive,Phoenix,High,Clothing,Occasional,Tablet,No,0.58,20
296,Decent product for the price.,Negative,Chicago,Medium,Clothing,Regular,Tablet,Yes,-0.99,70
297,Absolutely love this! Worth every penny.,Neutral,Houston,Low,Sports,Regular,Desktop,Yes,0.01,61
298,Not worth the money. Save your cash.,Positive,Houston,Medium,Books,Regular,Mobile,No,0.75,59
299,"It works fine, nothing special though.",Negative,Chicago,Low,Electronics,Regular,Mobile,Yes,-0.83,22
300,Great service and fast shipping!,Neutral,Houston,Medium,Home Goods,Occasional,Desktop,No,0.08,68
301,The product is amazing! Highly recommend it.,Positive,Chicago,High,Books,New,Desktop,Yes,0.81,4
302,"Terrible quality, would not buy again.",Negative,Los Angeles,Medium,Clothing,Occasional,Desktop,Yes,-0.7,83
303,"It's okay, but could be better.",Neutral,Chicago,High,Clothing,Occasional,Mobile,Yes,-0.07,29
304,Best purchase ever! Love the features.,Positive,San Antonio,Low,Clothing,Occasional,Tablet,Yes,0.66,58
305,"The delivery was late, and the item was damaged.",Negative,Chicago,Medium,Books,New,Tablet,Yes,-0.56,58
306,Decent product for the price.,Neutral,Houston,Low,Clothing,Regular,Mobile,Yes,0.02,54
307,Absolutely love this! Worth every penny.,Positive,San Antonio,Medium,Books,Occasional,Tablet,No,0.64,28
308,Not worth the money. Save your cash.,Negative,Houston,Medium,Clothing,New,Desktop,No,-0.73,77
309,"It works fine, nothing special though.",Neutral,New York,Medium,Toys,Regular,Desktop,Yes,-0.09,39
310,Great service and fast shipping!,Positive,New York,Low,Toys,Regular,Mobile,Yes,0.59,57
311,The product is amazing! Highly recommend it.,Negative,San Antonio,Low,Electronics,New,Mobile,Yes,-0.86,64
312,"Terrible quality, would not buy again.",Neutral,Los Angeles,Low,Clothing,Occasional,Desktop,Yes,0.05,92
313,"It's okay, but could be better.",Positive,New York,Medium,Electronics,Regular,Desktop,Yes,0.76,30
314,Best purchase ever! Love the features.,Negative,Chicago,High,Books,Occasional,Mobile,Yes,-0.92,86
315,"The delivery was late, and the item was damaged.",Neutral,Houston,Low,Electronics,Occasional,Mobile,No,0.16,50
316,Decent product for the price.,Positive,New York,Medium,Clothing,Occasional,Desktop,Yes,0.75,54
317,Absolutely love this! Worth every penny.,Negative,New York,High,Books,Regular,Desktop,Yes,-0.6,23
318,Not worth the money. Save your cash.,Neutral,Los Angeles,Medium,Books,Regular,Tablet,No,-0.07,18
319,"It works fine, nothing special though.",Positive,San Antonio,Medium,Toys,Occasional,Tablet,No,0.98,81
320,Great service and fast shipping!,Negative,San Antonio,High,Books,Occasional,Desktop,Yes,-0.62,54
321,The product is amazing! Highly recommend it.,Neutral,Philadelphia,Low,Books,New,Mobile,No,-0.02,95
322,"Terrible quality, would not buy again.",Positive,Los Angeles,Low,Electronics,Regular,Tablet,Yes,0.95,28
323,"It's okay, but could be better.",Negative,Chicago,Low,Sports,New,Tablet,No,-0.64,8
324,Best purchase ever! Love the features.,Neutral,San Antonio,High,Books,Regular,Desktop,No,-0.03,32
325,"The delivery was late, and the item was damaged.",Positive,Houston,High,Home Goods,Occasional,Mobile,Yes,0.99,6
326,Decent product for the price.,Negative,Los Angeles,Medium,Sports,New,Mobile,No,-0.85,72
327,Absolutely love this! Worth every penny.,Neutral,New York,Low,Toys,Occasional,Desktop,No,-0.1,86
328,Not worth the money. Save your cash.,Positive,Houston,Medium,Toys,Regular,Mobile,No,0.95,40
329,"It works fine, nothing special though.",Negative,Houston,Low,Books,Regular,Desktop,No,-0.65,51
330,Great service and fast shipping!,Neutral,New York,Low,Electronics,Occasional,Mobile,Yes,-0.06,47
331,The product is amazing! Highly recommend it.,Positive,Los Angeles,Medium,Sports,Occasional,Desktop,No,0.62,95
332,"Terrible quality, would not buy again.",Negative,New York,High,Toys,New,Mobile,No,-0.91,70
333,"It's okay, but could be better.",Neutral,Philadelphia,High,Toys,Occasional,Desktop,Yes,-0.07,68
334,Best purchase ever! Love the features.,Positive,Houston,Medium,Home Goods,New,Desktop,Yes,0.56,7
335,"The delivery was late, and the item was damaged.",Negative,Phoenix,Low,Books,Occasional,Mobile,No,-0.93,98
336,Decent product for the price.,Neutral,Phoenix,Low,Sports,New,Desktop,No,0.11,27
337,Absolutely love this! Worth every penny.,Positive,Chicago,Medium,Toys,Regular,Tablet,Yes,0.53,66
338,Not worth the money. Save your cash.,Negative,San Antonio,Medium,Toys,New,Mobile,Yes,-0.78,54
339,"It works fine, nothing special though.",Neutral,New York,High,Toys,Regular,Desktop,No,-0.04,14
340,Great service and fast shipping!,Positive,New York,Medium,Toys,New,Mobile,Yes,0.98,93
341,The product is amazing! Highly recommend it.,Negative,Chicago,Medium,Electronics,Regular,Mobile,Yes,-0.77,22
342,"Terrible quality, would not buy again.",Neutral,Chicago,Low,Clothing,Occasional,Desktop,No,-0.14,69
343,"It's okay, but could be better.",Positive,Chicago,Low,Home Goods,Occasional,Tablet,Yes,0.54,56
344,Best purchase ever! Love the features.,Negative,Houston,Medium,Electronics,New,Mobile,No,-0.63,82
345,"The delivery was late, and the item was damaged.",Neutral,Philadelphia,Low,Home Goods,Occasional,Tablet,No,-0.14,60
346,Decent product for the price.,Positive,New York,Medium,Toys,Regular,Tablet,No,0.97,51
347,Absolutely love this! Worth every penny.,Negative,Houston,High,Home Goods,Occasional,Desktop,Yes,-0.72,16
348,Not worth the money. Save your cash.,Neutral,Chicago,Medium,Books,Regular,Desktop,No,-0.04,6
349,"It works fine, nothing special though.",Positive,New York,Low,Books,Regular,Mobile,Yes,0.84,1
350,Great service and fast shipping!,Negative,Houston,Low,Clothing,Regular,Desktop,Yes,-0.9,12
351,The product is amazing! Highly recommend it.,Neutral,Philadelphia,Medium,Clothing,Regular,Mobile,Yes,-0.05,24
352,"Terrible quality, would not buy again.",Positive,Houston,Medium,Home Goods,Occasional,Mobile,Yes,0.52,75
353,"It's okay, but could be better.",Negative,Philadelphia,Medium,Electronics,New,Tablet,Yes,-0.56,43
354,Best purchase ever! Love the features.,Neutral,Chicago,Medium,Electronics,New,Desktop,No,-0.03,34
355,"The delivery was late, and the item was damaged.",Positive,Philadelphia,Medium,Toys,Regular,Desktop,No,0.88,93
356,Decent product for the price.,Negative,New York,Medium,Electronics,Regular,Mobile,No,-0.54,96
357,Absolutely love this! Worth every penny.,Neutral,Chicago,Medium,Clothing,Regular,Tablet,No,0.06,57
358,Not worth the money. Save your cash.,Positive,New York,High,Electronics,Regular,Desktop,Yes,0.69,21
359,"It works fine, nothing special though.",Negative,Phoenix,Medium,Toys,Regular,Tablet,Yes,-0.69,40
360,Great service and fast shipping!,Neutral,Los Angeles,Low,Books,Regular,Tablet,Yes,-0.06,33
361,The product is amazing! Highly recommend it.,Positive,Philadelphia,Medium,Electronics,Occasional,Mobile,Yes,0.78,33
362,"Terrible quality, would not buy again.",Negative,Los Angeles,Medium,Electronics,Occasional,Desktop,Yes,-0.78,28
363,"It's okay, but could be better.",Neutral,Los Angeles,High,Clothing,Occasional,Desktop,No,-0.14,65
364,Best purchase ever! Love the features.,Positive,Philadelphia,Medium,Home Goods,Regular,Desktop,Yes,0.89,76
365,"The delivery was late, and the item was damaged.",Negative,Chicago,High,Books,Occasional,Tablet,No,-0.75,46
366,Decent product for the price.,Neutral,Phoenix,High,Home Goods,New,Desktop,Yes,-0.12,33
367,Absolutely love this! Worth every penny.,Positive,New York,Medium,Toys,Regular,Mobile,Yes,0.95,69
368,Not worth the money. Save your cash.,Negative,Houston,Medium,Toys,Regular,Tablet,Yes,-0.57,66
369,"It works fine, nothing special though.",Neutral,New York,Medium,Home Goods,Regular,Desktop,No,0.02,36
370,Great service and fast shipping!,Positive,Houston,High,Clothing,Regular,Tablet,Yes,0.99,88
371,The product is amazing! Highly recommend it.,Negative,New York,Medium,Sports,Occasional,Tablet,Yes,-0.54,54
372,"Terrible quality, would not buy again.",Neutral,Philadelphia,Low,Clothing,Regular,Tablet,Yes,0.16,50
373,"It's okay, but could be better.",Positive,Phoenix,Medium,Sports,Occasional,Mobile,No,0.57,51
374,Best purchase ever! Love the features.,Negative,Houston,Low,Sports,Regular,Desktop,No,-0.85,52
375,"The delivery was late, and the item was damaged.",Neutral,San Antonio,Medium,Clothing,Occasional,Desktop,Yes,-0.04,21
376,Decent product for the price.,Positive,Chicago,Low,Sports,Regular,Tablet,Yes,0.92,30
377,Absolutely love this! Worth every penny.,Negative,New York,Medium,Sports,Occasional,Desktop,Yes,-0.56,15
378,Not worth the money. Save your cash.,Neutral,New York,High,Sports,Regular,Tablet,Yes,0.1,9
379,"It works fine, nothing special though.",Positive,Houston,Low,Books,Regular,Tablet,No,0.74,32
380,Great service and fast shipping!,Negative,Chicago,Low,Toys,New,Tablet,Yes,-0.92,72
381,The product is amazing! Highly recommend it.,Neutral,Chicago,Low,Sports,Occasional,Mobile,Yes,-0.19,23
382,"Terrible quality, would not buy again.",Positive,Philadelphia,Medium,Toys,Regular,Desktop,Yes,0.85,27
383,"It's okay, but could be better.",Negative,San Antonio,Medium,Toys,Occasional,Tablet,No,-0.5,42
384,Best purchase ever! Love the features.,Neutral,Philadelphia,Low,Books,Occasional,Desktop,No,-0.06,8
385,"The delivery was late, and the item was damaged.",Positive,Philadelphia,Low,Toys,Occasional,Mobile,Yes,0.78,93
386,Decent product for the price.,Negative,Philadelphia,Medium,Home Goods,Occasional,Mobile,No,-0.59,11
387,Absolutely love this! Worth every penny.,Neutral,Philadelphia,Low,Electronics,New,Tablet,Yes,-0.13,21
388,Not worth the money. Save your cash.,Positive,Philadelphia,Medium,Books,Regular,Mobile,No,0.91,44
389,"It works fine, nothing special though.",Negative,Phoenix,Low,Electronics,Regular,Mobile,Yes,-0.69,39
390,Great service and fast shipping!,Neutral,Chicago,Medium,Home Goods,Regular,Mobile,Yes,0.03,94
391,The product is amazing! Highly recommend it.,Positive,Philadelphia,Low,Clothing,Occasional,Mobile,No,0.88,33
392,"Terrible quality, would not buy again.",Negative,Chicago,Medium,Clothing,New,Mobile,No,-0.88,67
393,"It's okay, but could be better.",Neutral,Chicago,Low,Sports,New,Mobile,No,0.05,55
394,Best purchase ever! Love the features.,Positive,Los Angeles,Medium,Clothing,Occasional,Desktop,Yes,0.62,13
395,"The delivery was late, and the item was damaged.",Negative,Phoenix,High,Books,New,Mobile,Yes,-0.91,36
396,Decent product for the price.,Neutral,Philadelphia,High,Clothing,Occasional,Desktop,Yes,0.05,87
397,Absolutely love this! Worth every penny.,Positive,New York,Medium,Books,Occasional,Tablet,No,0.63,26
398,Not worth the money. Save your cash.,Negative,Houston,Medium,Books,New,Mobile,Yes,-0.64,74
399,"It works fine, nothing special though.",Neutral,San Antonio,High,Electronics,Regular,Mobile,No,0.01,38
400,Great service and fast shipping!,Positive,New York,Medium,Clothing,Occasional,Desktop,Yes,0.85,23
401,The product is amazing! Highly recommend it.,Negative,Phoenix,Low,Toys,Occasional,Mobile,Yes,-0.55,8
402,"Terrible quality, would not buy again.",Neutral,Houston,High,Clothing,New,Desktop,No,-0.14,14
403,"It's okay, but could be better.",Positive,Phoenix,Medium,Clothing,New,Desktop,Yes,0.53,24
404,Best purchase ever! Love the features.,Negative,Chicago,Low,Clothing,New,Mobile,Yes,-0.8,82
405,"The delivery was late, and the item was damaged.",Neutral,Houston,Low,Sports,New,Tablet,No,0.09,40
406,Decent product for the price.,Positive,Chicago,Low,Toys,Occasional,Tablet,Yes,0.94,25
407,Absolutely love this! Worth every penny.,Negative,New York,Medium,Toys,Regular,Tablet,No,-0.98,84
408,Not worth the money. Save your cash.,Neutral,New York,Low,Books,Regular,Desktop,Yes,0.12,25
409,"It works fine, nothing special though.",Positive,Houston,Low,Toys,Occasional,Desktop,No,0.54,17
410,Great service and fast shipping!,Negative,Houston,Low,Books,Occasional,Mobile,Yes,-0.71,4
411,The product is amazing! Highly recommend it.,Neutral,Philadelphia,Medium,Electronics,Occasional,Desktop,Yes,-0.06,85
412,"Terrible quality, would not buy again.",Positive,Phoenix,Medium,Books,Occasional,Tablet,No,0.51,84
413,"It's okay, but could be better.",Negative,Philadelphia,Medium,Clothing,New,Mobile,Yes,-0.95,81
414,Best purchase ever! Love the features.,Neutral,Phoenix,Low,Home Goods,Regular,Tablet,Yes,-0.06,99
415,"The delivery was late, and the item was damaged.",Positive,Philadelphia,Low,Home Goods,New,Mobile,Yes,0.98,41
416,Decent product for the price.,Negative,Chicago,High,Sports,New,Tablet,No,-0.92,60
417,Absolutely love this! Worth every penny.,Neutral,Houston,Medium,Clothing,Occasional,Mobile,Yes,-0.09,87
418,Not worth the money. Save your cash.,Positive,New York,Medium,Books,Occasional,Tablet,Yes,1.0,85
419,"It works fine, nothing special though.",Negative,Phoenix,Low,Clothing,Occasional,Desktop,Yes,-0.76,43
420,Great service and fast shipping!,Neutral,Phoenix,Medium,Sports,Occasional,Tablet,No,-0.1,54
421,The product is amazing! Highly recommend it.,Positive,New York,Medium,Toys,Regular,Mobile,Yes,0.81,52
422,"Terrible quality, would not buy again.",Negative,Philadelphia,Low,Books,Regular,Tablet,Yes,-0.78,21
423,"It's okay, but could be better.",Neutral,Phoenix,Low,Clothing,Regular,Desktop,Yes,0.14,24
424,Best purchase ever! Love the features.,Positive,San Antonio,Medium,Toys,Regular,Mobile,No,0.5,37
425,"The delivery was late, and the item was damaged.",Negative,Chicago,High,Sports,Regular,Desktop,Yes,-0.5,82
426,Decent product for the price.,Neutral,Houston,High,Toys,Regular,Tablet,Yes,-0.17,44
427,Absolutely love this! Worth every penny.,Positive,New York,Medium,Books,Occasional,Mobile,Yes,0.77,83
428,Not worth the money. Save your cash.,Negative,Houston,Medium,Sports,New,Tablet,Yes,-0.65,5
429,"It works fine, nothing special though.",Neutral,San Antonio,Low,Sports,Occasional,Mobile,No,0.02,61
430,Great service and fast shipping!,Positive,Phoenix,Medium,Sports,New,Desktop,No,0.65,44
431,The product is amazing! Highly recommend it.,Negative,Phoenix,Medium,Electronics,Occasional,Desktop,Yes,-0.57,91
432,"Terrible quality, would not buy again.",Neutral,San Antonio,Low,Sports,Occasional,Desktop,Yes,-0.03,6
433,"It's okay, but could be better.",Positive,New York,High,Electronics,Occasional,Tablet,No,0.65,78
434,Best purchase ever! Love the features.,Negative,Chicago,Low,Toys,Regular,Mobile,Yes,-0.62,3
435,"The delivery was late, and the item was damaged.",Neutral,Los Angeles,Medium,Electronics,New,Desktop,Yes,-0.14,65
436,Decent product for the price.,Positive,New York,Medium,Toys,New,Tablet,Yes,0.6,31
